photoID,attribution
17175b,Paul Sorano
17174b,Paul Sorano
17173c,Diane Best
17173b,Marjorie Bullard
17171c,Belinda Thibodeaux
17171b,Paul Sorano
17170c,Paul Sorano
17170b,Ann-Marie Keene
17169c,Belinda Thibodeaux
17169b,Belinda Thibodeaux
17168b,Paul Sorano
17167b,Paul Sorano
17166c,Joan Baker
17166b,Robert C. Taylor
17165b,Tea Gallela
17164c,Belinda Thibodeaux
17164b,Paul Sorano
17163c,Marjorie Bullard
17163b,Paul Sorano
17162b,Paul Sorano
17160b,AVSA
17158c,Donna Turner
17158b,Paul Sorano
1714b,Anatoly Skryabin
17145b,Brandon Erikson
17144b,Gareth Dibley
17143b,Gareth Dibley
17142b,Nancy Robitaille
17141b,Janet Stromborg
17140b,Belinda Thibodeaux
1713b,AVSA
17139c,David Dick
17139b,Belinda Thibodeaux
17138c,Belinda Thibodeaux
17138b,Belinda Thibodeaux
17137c,Belinda Thibodeaux
17137b,Belinda Thibodeaux
17136b,Belinda Thibodeaux
17135b,Brandon Erikson
17134b,Lynn Canning
17133c,Linda Nesvacil
17133b,Linda Nesvacil
17131b,Lynn Canning
17130b,Lynn Canning
1712b,Joan Baker
17129c,Neil Lipson
17129b,Jana in Indiana
17128c,Marjorie Bullard
17128b,Vicki Ferguson
17127b,Ann-Marie Keene
17126c,Paula Bal
17126b,Ann-Marie Keene
17125b,Paula Bal
17124c,Neil Lipson
17124b,Jeannie Myers
17123c,Peggy Mooney
17123b,Jana in Indiana
17122b,Stanley Ko
17121b,Stanley Ko
17120b,Stanley Ko
17119b,Stanley Ko
17118b,Stanley Ko
17117b,Stanley Ko
17116b,Stanley Ko
17115b,Stanley Ko
17114b,Stanley Ko
17113b,Belinda Thibodeaux
17112b,Belinda Thibodeaux
17111c,Linda Bridges
17111b,Belinda Thibodeaux
17110c,Linda Bridges
17110b,Belinda Thibodeaux
17109b,Belinda Thibodeaux
17108c,Belinda Thibodeaux
17108b,Belinda Thibodeaux
17107b,Belinda Thibodeaux
17106c,Belinda Thibodeaux
17106b,Belinda Thibodeaux
17105c,Belinda Thibodeaux
17105b,Belinda Thibodeaux
17104b,Belinda Thibodeaux
17102b,Joan Baker
1709c,Joan Baker
1709b,Marjorie Bullard
17095b,Donna Turner
17094c,Lynn Canning
17094b,Lynn Canning
17092b,Angelika Dibley
17091b,Angelika Dibley
17090b,Angelika Dibley
17089b,Roxanne Shrewsbury
17088c,Marjorie Bullard
17088b,Alcie Maxwell
17087b,Marjorie Bullard
17086c,Joan Baker
17086b,Roxanne Shrewsbury
17085b,Marjorie Bullard
17084c,Cindy Schott
17084b,Karen Low
17083c,Marjorie Bullard
17083b,Winston J Goretsky
17082c,Donna Turner
17082b,Jana in Indiana
17081b,Lynn Canning
17076c,Tina Drouin
17076b,Carol Eros
17074b,Carol Eros
17073c,Diane Best
17073b,Nancy Robitaille
17069c,Nancy Robitaille
17069b,Carol Eros
17068b,Carol Eros
17067b,Nancy Robitaille
17066b,Carol Eros
17064b,Nancy Robitaille
17063c,Katherine Ward
17063b,Carol Eros
17061b,Nancy Robitaille
17060b,Jeannie Myers
1705b,Janet Stromborg
17059c,Nancy Robitaille
17059b,Carol Eros
17058c,Belinda Thibodeaux
17058b,Neil Lipson
17057b,Carol Eros
17056c,Bev Williams
17056b,Carol Eros
17055c,Nancy Robitaille
17055b,Carol Eros
17054b,Sheila Sweeney
17053b,Nancy Robitaille
17052b,Jana in Indiana
17051b,Ann-Marie Keene
17050c,Joan Baker
17050b,Diane Lake
17049b,Pam/Keith Kennedy
17046b,Pam/Keith Kennedy
17045b,M. Newhouse
17043b,Ruth Coulson
17041b,Ruth Coulson
17040b,Margaret Taylor
17038b,Margaret Taylor
17035b,Ivana Malovan�kov�.
17034b,Linda Nesvacil
17033c,Linda Nesvacil
17033b,Linda Nesvacil
17032b,Lenny Winter
17031c,Linda Nesvacil
17031b,Linda Nesvacil
17030b,Linda Nesvacil
1702c,Christel Collier
1702b,Tammy Turner
17029c,Jeri Anderson
17029b,Winston J Goretsky
17028c,Joan Baker
17027b,Marjorie Bullard
17026c,Marjorie Bullard
17026b,Alcie Maxwell
17025b,Joan Baker
17024c,Peggy Barber
17024b,Tea Gallela
17023b,Peggy Barber
17022b,Christel Collier
17021c,Peggy Barber
17021b,Belinda Thibodeaux
17019c,Jana in Indiana
17019b,Ann-Marie Keene
17018c,Jana in Indiana
17018b,Belinda Thibodeaux
17017c,Neil Lipson
17017b,Claire Zimmerman
17016c,Claire Zimmerman
17016b,Marjorie Bullard
17014b,Linda Nesvacil
17010b,EvaBritta Thorssell
17007b,Donna Turner
17006b,EvaBritta Thorssell
17005c,Donna Turner
17005b,Terry Klemesrud
17002c,Linda Nesvacil
17002b,Linda Nesvacil
17001b,Linda Nesvacil
17000b,Russell J. Miesemer
16999b,Tatiana Omelchenko
16997b,Karen Low
16996b,Sady Garcia
16995c,Lenny Winter
16995b,Marjorie Bullard
16994b,Don Landek
16993b,Barb Werness
16992b,Sady Garcia
16991c,Karen Low
16991b,Zdenka Arientov�
16990c,David Dick
16990b,Donna Slaga
1698b,AVSA
16989b,Jack^s Violets
16986c,Joan Baker
16986b,Ann-Marie Keene
16985b,Donna Slaga
16984c,Ann-Marie Keene
16984b,Ann-Marie Keene
16983b,Linda Rowe
16982b,Jana in Indiana
16980c,Tea Gallela
16980b,Kerstin Nordfors
16979b,Marjorie Bullard
16976c,Marjorie Bullard
16976b,Lindi Wurzer
16975b,Linda Rowe
16972c,Joan Baker
16972b,Karen Low
16970b,Paul Sorano
1696c,Iris Keating
1696b,Daemon Baizan
16969b,Marjorie Bullard
16968c,Marjorie Bullard
16968b,EvaBritta Thorssell
16966b,Donna Slaga
16965b,Linda Rowe
16964c,Joan Baker
16964b,Kathy Garbarino
16963c,Deb Nitz
16963b,Donna Slaga
16962c,Joan Baker
16962b,Linda Rowe
16960b,Ann-Marie Keene
16959b,Donna Slaga
16958b,Sady Garcia
16957b,Marjorie Bullard
16956c,Aleksey Kolodezhny
16956b,Kerstin Nordfors
16955b,Linda Rowe
16954b,Linda Rowe
16953b,Jeremy Clark
16952c,Belinda Thibodeaux
16952b,Donna Slaga
16950c,Belinda Thibodeaux
16950b,Aleksey Kolodezhny
16949c,Belinda Thibodeaux
16949b,Linda Bridges
16948c,Deb Nitz
16948b,Linda Rowe
16945c,Marjorie Bullard
16945b,Joan Baker
16944c,Hiroko Endo
16944b,Eva P�nkov�
16943b,Linda Rowe
16942b,Marjorie Bullard
16941c,Kerstin Nordfors
16941b,Linda Rowe
16939c,Joan Baker
16939b,Sady Garcia
16937b,Jack^s Violets
16936b,Debra Jennings
16935b,Marjorie Bullard
16934b,David Blatt
16933b,Tea Gallela
16932b,Jack^s Violets
16931b,Linda Rowe
16930c,Joan Baker
16930b,Linda Rowe
1692b,AVSA
16928b,Aleksey Kolodezhny
16926b,Linda Rowe
16925c,Belinda Thibodeaux
16925b,Belinda Thibodeaux
16924b,Linda Rowe
16923b,Linda Rowe
16913c,EvaBritta Thorssell
16913b,Joan Baker
16911b,Donna Turner
1690b,Phyllis King
16903c,Neil Lipson
16903b,Linda Rowe
168c,Tetyana Shevchenko
168b,Linda Rowe
1689c,Anatoly Skryabin
1689b,Marjorie Bullard
16895c,Neil Lipson
16895b,Gareth Dibley
16894b,Donna Turner
16891c,Steve Covolo
16891b,Donna Turner
16890c,Joan Baker
16890b,Joan Baker
16889c,David Dick
16889b,Joan Baker
16888c,Linda Rowe
16888b,Stanley Ko
16887c,Joan Baker
16887b,Tea Gallela
16886b,Joan Baker
16885b,Marjorie Bullard
16884b,Monica Litman
16883c,Neil Lipson
16883b,Neil Lipson
16882b,Joan Baker
16881c,Lenny Winter
16881b,Paul Sorano
16880b,Tatiana Omelchenko
16879c,Joan Baker
16879b,Nancy Braun
16878c,Ann-Marie Keene
16878b,Winston J Goretsky
16877c,Neil Lipson
16877b,Tea Gallela
16876c,David Dick
16876b,Kay Darrow
16875b,Darlene Allen
16874b,Paul Sorano
16873c,Belinda Thibodeaux
16873b,David Dick
16872c,Jana Bohunkov�
16872b,Joan Baker
16871c,Joan Baker
16871b,Ann-Marie Keene
16870c,Ann-Marie Keene
16870b,Marjorie Bullard
16869c,Marjorie Bullard
16869b,Neil Lipson
16867c,David Dick
16867b,Marjorie Bullard
16866b,Paul Sorano
16865b,Stanley Ko
16864c,Ann-Marie Keene
16864b,Marjorie Bullard
16863c,Paul Sorano
16863b,Ann-Marie Keene
16862c,Donna Turner
16862b,Belinda Thibodeaux
16861b,Marjorie Bullard
16860b,Tea Gallela
16859c,David Dick
16859b,Paul Sorano
16858c,Paul Sorano
16858b,Marjorie Bullard
16857b,Jeanne Howell
16856b,Jeanne Howell
16855b,Jeanne Howell
16854b,Terry Klemesrud
16853b,Sergey Sarychev
16851b,David Dick
1684c,Linda Rowe
1684b,Sandy Weynand
16847b,Aleksey Kolodezhny
16844b,Aleksey Kolodezhny
16842b,Aleksey Kolodezhny
16841c,Donna Turner
16841b,Joan Baker
16839b,Donna Turner
16838c,EvaBritta Thorssell
16838b,Aleksey Kolodezhny
16836b,EvaBritta Thorssell
16832b,Aleksey Kolodezhny
16830b,Kerstin Nordfors
16828b,Aleksey Kolodezhny
16826b,Aleksey Kolodezhny
16825b,Kevin Degner
16818b,Kerstin Nordfors
16816b,EvaBritta Thorssell
16812c,Belinda Thibodeaux
16812b,Sergey Sarychev
16810b,EvaBritta Thorssell
16808b,Aleksey Kolodezhny
16807c,Donna Turner
16807b,Aleksey Kolodezhny
16806b,EvaBritta Thorssell
167c,Hortense Pittman
167b,Fred C Hill
16799b,Donna Turner
16797b,EvaBritta Thorssell
16796b,Vicky VanPatten
16795b,Vicky VanPatten
16794b,Vicky VanPatten
16793b,Jana in Indiana
16792c,Ann-Marie Keene
16792b,Shantel Garcia
16791b,Cheryl Ann Major
16790b,Cheryl Ann Major
16789b,Neil Lipson
16788b,Ann-Marie Keene
16787c,Ann-Marie Keene
16787b,Ann-Marie Keene
16786b,Karen Panek
16785b,Dolores Harrington
16784b,Dolores Harrington
16783b,Dolores Harrington
16782b,Dolores Harrington
16781c,Tina Moreno
16781b,Nancy Robitaille
16780b,Kay Darrow
16779b,Kay Darrow
16778b,Linda Nesvacil
16777c,Marjorie Bullard
16777b,Linda Nesvacil
16776b,Linda Nesvacil
16775c,Marjorie Bullard
16775b,Diane Best
16774b,Marjorie Bullard
16773c,Tea Gallela
16773b,Ann-Marie Keene
16772c,Ann-Marie Keene
16772b,Tea Gallela
16771c,Marjorie Bullard
16771b,Marjorie Bullard
16770b,Jana Bohunkov�
1676c,Linda Rowe
1676b,Marjorie Bullard
16768c,Neil Lipson
16768b,Jana Bohunkov�
16767b,Jana Bohunkov�
16766c,Donna Turner
16766b,Zdenka Arientov�
16765c,Tea Gallela
16765b,Hiroko Endo
16764b,Tea Gallela
16763c,Belinda Thibodeaux
16763b,David Dick
16762b,Linda Nesvacil
16761b,Stanley Ko
16760b,Stanley Ko
1675b,Marie Flotterud
16759b,Stanley Ko
16758b,Stanley Ko
16757b,Vicky VanPatten
16756b,Vicky VanPatten
16755b,Vicky VanPatten
16754b,Vicky VanPatten
16753b,Vicky VanPatten
16752b,Vicky VanPatten
16751b,Robert Albro
16750b,Stanley Ko
16748c,Joan Baker
16748b,Robin Murray
16747b,Alcie Maxwell
16743b,Lynn Canning
16742c,Belinda Thibodeaux
16742b,EvaBritta Thorssell
16741b,EvaBritta Thorssell
1673b,Michiya Akuzawa
16737b,Chiqui Bacallao
16735c,Donna Turner
16735b,Chiqui Bacallo
16733b,Donna Turner
16728b,Aleksey Kolodezhny
16727b,EvaBritta Thorssell
16724c,Lynn Canning
16724b,Lynn Canning
16723b,Donna Turner
16721c,Marjorie Bullard
16721b,EvaBritta Thorssell
16719c,Kerstin Nordfors
16719b,Sergey Sarychev
16718b,Joan Baker
16716c,Tatiana Pirogova
16716b,Linda Bridges
16714c,Kerstin Nordfors
16714b,EvaBritta Thorssell
16713c,Ann-Marie Keene
16713b,Linda Rowe
16707b,Charles B. Snyder
16704b,Dolores Harrington
16703c,Marjorie Bullard
16703b,Dolores Harrington
16702b,Dolores Harrington
16701b,Dolores Harrington
166c,Anatoly Skryabin
166b,Christel Collier
16699b,Karen Mcilroy
16697c,Linda Bridges
16697b,Linda Bridges
16696b,Belinda Thibodeaux
16692b,Donna Turner
16687b,EvaBritta Thorssell
16686b,Lynn Canning
16679b,Ray Lavallee
16672b,Mark Harrison
16671c,Marjorie Bullard
16671b,Linda Bridges
16670c,Joan Baker
16670b,Belinda Thibodeaux
1666c,Donna Moses
1666b,Christel Collier
16666b,Sherlene Jones
16665b,Sherlene Jones
16664b,Jana in Indiana
16663b,Sherlene Jones
16662b,Sherlene Jones
16660c,David Dick
16660b,Sherlene Jones
1665b,Winston J Goretsky
16659b,Sherlene Jones
16658c,Tea Gallela
16658b,Sherlene Jones
16657b,Sherlene Jones
16656c,Belinda Thibodeaux
16656b,Sherlene Jones
16655b,Sherlene Jones
16654c,Janet Stromborg
16654b,Janet Stromborg
16652b,Nancy Robitaille
16651b,Vicky VanPatten
16650b,Vicky VanPatten
1664b,Drew^s Violets
16649c,Joan Baker
16649b,Marjorie Bullard
16648b,Terry Klemesrud
16646b,Marjorie Bullard
16645b,Marjorie Bullard
16644b,Marjorie Bullard
16643b,Maureen Woods
16641b,AVS of Queensland
16639c,Belinda Thibodeaux
16639b,Belinda Thibodeaux
16638c,Marjorie Bullard
16638b,Hattie Baggett
16637c,Christel Collier
16637b,Belinda Thibodeaux
16636c,Kerstin Nordfors
16636b,Anna Lebedeva
16635b,Pam/Keith Kennedy
16629b,AVS of Queensland
16627b,AVS of Queensland
16622b,AVS of Queensland
16621b,AVS of Queensland
16620b,AVS of Queensland
1661c,Daisha East
1661b,Stanley Ko
16615b,AVS of Queensland
16614b,Viv Kay
16613b,Ruth Coulson
16609b,Karen Panek
16608b,AVS of Queensland
16605b,Linda Nesvacil
16603c,Candy Templeton
16603b,AVSA
16602c,Dr Jeff Smith
16602b,AVSA
16600b,Dr Jeff Smith
165c,Jeanette Haygood
165b,Olga Surnova
16599c,AVSA
16599b,AVSA
16597c,AVSA
16597b,AVSA
16596c,AVSA
16596b,AVSA
16593c,AVSA
16593b,AVSA
16592c,Karyn Cichocki
16592b,Karyn Cichocki
16591c,Candy Templeton
16591b,AVSA
16590b,AVSA
16589c,Dr Jeff Smith
16589b,Dr Jeff Smith
16588b,AVSA
16587c,Dr Jeff Smith
16587b,AVSA
16586b,AVSA
16585c,Candy Templeton
16585b,Candy Templeton
16583b,AVSA
16582b,AVSA
16581b,Karen Panek
16580c,Dr Jeff Smith
16580b,AVSA
1657c,Madeleine Gagnon
1657b,Hiroko Endo
16579b,Janet Stromborg
16578c,Dr Jeff Smith
16578b,AVSA
16577b,AVSA
16576c,AVSA
16576b,AVSA
16575c,Dr Jeff Smith
16575b,AVSA
16573c,Dr Jeff Smith
16573b,AVSA
16572b,Candy Templeton
16571c,Dr Jeff Smith
16571b,Dr Jeff Smith
16570c,Dr Jeff Smith
16570b,AVSA
1656c,Janice Norton
1656b,Tea Gallela
16569b,Dr Jeff Smith
16568c,Dr Jeff Smith
16568b,AVSA
16567c,Dr Jeff Smith
16567b,AVSA
16566c,Dr Jeff Smith
16566b,Dr Jeff Smith
16565c,Dr Jeff Smith
16565b,AVSA
16564c,Dr Jeff Smith
16564b,AVSA
16563c,AVSA
16563b,AVSA
16562c,AVSA
16562b,AVSA
16561b,Dr Jeff Smith
16559c,Dr Jeff Smith
16559b,Candy Templeton
16558c,Dr Jeff Smith
16558b,AVSA
16557b,Dr Jeff Smith
16556b,AVSA
16555c,Dr Jeff Smith
16555b,AVSA
16554b,AVSA
16553b,AVSA
16552c,Dr Jeff Smith
16552b,AVSA
16551c,Kerstin Nordfors
16551b,Christel Collier
16550c,Dr Jeff Smith
16550b,AVSA
16549c,Dr Jeff Smith
16549b,AVSA
16548b,AVSA
16547c,Dr Jeff Smith
16547b,AVSA
16545b,Dr Jeff Smith
16544c,Dr Jeff Smith
16544b,AVSA
16543c,Dr Jeff Smith
16543b,AVSA
16542c,Candy Templeton
16542b,Dr Jeff Smith
16541b,AVSA
16540b,AVSA
1653c,Steve Covolo
1653b,Helen Williams
16539b,AVSA
16538c,Dr Jeff Smith
16538b,AVSA
16537b,AVSA
16535b,Heinz Dornbusch
16534b,Heinz Dornbusch
16533c,David Dick
16533b,Heinz Dornbusch
16532b,Heinz Dornbusch
16531b,Heinz Dornbusch
16530b,Heinz Dornbusch
16529b,Heinz Dornbusch
16528b,Ann-Marie Keene
16527b,Jana in Indiana
16526b,Barbara Elkin
16525b,Barbara Elkin
16524b,Nancy Robitaille
16522b,Gareth Dibley
16520c,Ruth Bann
16520b,Ruth Bann
1651c,Joyce Myers
1651b,Linda Rowe
16519c,Ruth Bann
16519b,Ruth Bann
16518c,Belinda Thibodeaux
16518b,Paul Sorano
16517c,Ruth Bann
16517b,Ruth Bann
16516c,Marjorie Bullard
16516b,Ruth Bann
16515b,Janet Stromborg
16514b,Janet Stromborg
16513c,David Dick
16513b,Marjorie Bullard
16512b,Karen Low
16511b,Janet Stromborg
16510b,Kay Darrow
1650c,Janet Stromborg
1650b,Janet Stromborg
16509b,Stanley Ko
16508b,Stanley Ko
16507b,Stanley Ko
16506b,Stanley Ko
16505b,Stanley Ko
16504b,Stanley Ko
16503b,Stanley Ko
16502b,Stanley Ko
16501b,Stanley Ko
16500c,David Dick
16500b,Janet Stromborg
164b,Hortense Pittman
1649c,Anatoly Skryabin
1649b,Linda Rowe
16499b,Janet Stromborg
16498b,Janet Stromborg
16496b,Margaret Taylor
16495b,Margaret Taylor
16494b,Ruth Coulson
16493b,Ruth Coulson
1648c,Cheryl Stevens
1648b,Pat Hancock
16488c,Karen Panek
16488b,Margaret Taylor
16486b,Ruth Coulson
16485b,Margaret Taylor
16484c,Margaret Taylor
16484b,Margaret Taylor
16483b,Pam/Keith Kennedy
16481b,Margaret Taylor
16480b,Pam/Keith Kennedy
1647c,Monika Papezov�
1647b,Violets4You
16479c,Margaret Taylor
16479b,AVS of Queensland
16478b,Sue Gardner
16477b,Pam/Keith Kennedy
16475b,Margaret Taylor
16474b,Margaret Taylor
16473c,AVS of Queensland
16473b,Margaret Taylor
16471b,Margaret Taylor
16470b,Pam/Keith Kennedy
1646b,Tea Gallela
16469b,Vicky VanPatten
16468b,Vicky VanPatten
16467b,Vicky VanPatten
16466b,AVSA
1645c,Kay Mitchell
1645b,Violet Gallery
1644c,Neil Lipson
1644b,Christel Collier
1643b,Marjorie Bullard
1642b,Tammy Young
1641c,Marjorie Bullard
1641b,Tea Gallela
1640c,Marjorie Bullard
1640b,Mel Grice
16402b,Marjorie Bullard
163b,Hortense Pittman
16392b,Mrs. John Stout
1638c,EvaBritta Thorssell
1638b,Pat Hancock
16386b,Northern CA Council
1637b,Nancy Robitaille
1636c,Monika Papezov�
1636b,Lenny Winter
1635c,Anatoly Skryabin
1635b,Marjorie Bullard
16358b,Swift^s Violets
1634b,Bob Lombard
1633c,Donna Slaga
1633b,Lenny Winter
1631c,Anatoly Skryabin
1631b,Christel Collier
1630b,Jana in Indiana
162b,Anatoly Skryabin
1629c,Sady Garcia
1629b,Christel Collier
1628b,Anatoly Skryabin
16281b,The Crispins
1627c,Nancy Schoepflin
1627b,Pat Hancock
1626b,Robin J. Rayburn
1625b,Fran Traylor
1624c,Robin J. Rayburn
1624b,Bluebird Greenhouse
16244b,Winston J Goretsky
16235c,Teresa Kreech
16235b,Nancy Robitaille
16234b,Jeff Jackson
16233c,David Dick
16233b,Jeff Jackson
16232b,Jeff Jackson
16231b,Jeff Jackson
16230b,Jeff Jackson
16229c,David Dick
16229b,Jeff Jackson
16228b,Linda Bridges
16227c,Linda Nesvacil
16227b,Linda Nesvacil
16226b,Vicky VanPatten
16224b,Vicky VanPatten
16223b,Vicky VanPatten
16221b,Michiya Akuzawa
16220b,Vicky VanPatten
1621b,Neil Lipson
16219b,Vicky VanPatten
16218c,Donna Slaga
16218b,Vicky VanPatten
16217b,Vicky VanPatten
16216c,Belinda Thibodeaux
16216b,Kay Darrow
16215b,Kay Darrow
16214c,Alcie Maxwell
16214b,Jana in Indiana
16213b,Jana in Indiana
16211b,Jana in Indiana
16210c,Neil Lipson
16210b,Paula Bal
1620c,Phyllis King
1620b,Christel Collier
16209b,Kristina Schmid
161b,Anatoly Skryabin
1619c,Anatoly Skryabin
1619b,Joan Baker
16194b,Northern CA Council
1616c,Tia Combs
1616b,Pat Hancock
1614c,Anatoly Skryabin
1614b,Linda Rowe
16149b,Iris Keating
16138b,Lenny Winter
1612c,Violet Gallery
1612b,Bluebird Greenhouse
16125c,Marjorie Bullard
16125b,Marjorie Bullard
1611c,Christel Collier
1611b,Anatoly Skryabin
16113b,Marjorie Bullard
1610c,Belinda Thibodeaux
1610b,Barb Werness
1609c,Marjorie Bullard
1609b,Linda Rowe
16098b,Toni Weidman
1608c,Sady Garcia
1608b,Marjorie Bullard
1607c,Sady Garcia
1607b,Cheryl Stevens
1606c,Joe Bruns
1606b,Joan Thompson
16064b,Henry Volkmann
1604c,Sergey Sarychev
1604b,Pat Hancock
1603c,Marian Moss
1603b,Pat Hancock
16034b,Linda Ray
16033b,Pat Addison
1602b,Bluebird Greenhouse
16028b,AVSA
16027b,Monica Litman
1601c,Kristina Schmid
1601b,Monika Papezov�
1600c,Stanley Ko
1600b,Linda Rowe
16002b,Marjorie Bullard
15b,Fay Wagman
1598c,Monika Papezov�
1598b,Viv Kay
1597b,Mel Grice
1596c,Anatoly Skryabin
1596b,Kay Mitchell
1595c,Bob Lombard
1595b,Monika Papezov�
1594c,Bluebird Greenhouse
1594b,Cheryl Stevens
1593c,Fred C Hill
1593b,Christel Collier
15937b,AVSA
15936c,Janet Stromborg
15936b,Janet Stromborg
1592c,Belinda Thibodeaux
1592b,Barb Werness
15918b,Jodi Davis
15910b,Marjorie Bullard
1590b,Elenetta Marshall
15909b,Andrea Worrell
15906c,Ann-Marie Keene
15906b,Tea Gallela
15905c,Tea Gallela
15905b,Marjorie Bullard
15903c,Marjorie Bullard
15903b,Robin J. Rayburn
15902c,Andrea Worrell
15902b,Neil Lipson
15901b,Marjorie Bullard
158b,Hortense Pittman
1589b,Marjorie Bullard
15896b,Marjorie Bullard
15895b,Tea Gallela
15894b,Marjorie Bullard
1588c,Joan Baker
1588b,Monika Papezov�
15888c,Joan Baker
15888b,Susan Terrell
15886b,Leo Lee
1586c,Andrew Slater
1586b,Andrew Slater
15864c,June Fallaw
15864b,Iris Keating
15853c,Henry Volkmann
15853b,Linda Nesvacil
15851b,Cheryl Johnston
1584b,Viv Kay
1583c,Monika Papezov�
1583b,Kay Mitchell
15837b,Iris Keating
15833b,Marjorie Bullard
1582c,Christel Collier
1582b,Christel Collier
15827c,Tea Gallela
15827b,Joan Baker
15822b,Linda Rowe
1581b,Janice Norton
15816b,Sandra Leary
1580b,Lynda Berggren
15808b,Iris Keating
15807b,Hortense Pittman
1579c,Belinda Thibodeaux
1579b,Kay Mitchell
15796b,Gareth Dibley
15791c,Belinda Thibodeaux
15791b,Belinda Thibodeaux
1578c,Anatoly Skryabin
1578b,Tracy Flynn
15787b,Ann-Marie Keene
15785b,AVSA
15783b,Hortense Pittman
15781c,Lenny Winter
15781b,Monika Papezov�
15780b,Joan Baker
1577c,Monika Papezov�
1577b,Donna Turner
15779c,Joan Baker
15779b,Debbie Yeager
15778c,Jana in Indiana
15778b,Belinda Thibodeaux
15777c,Jana in Indiana
15777b,David Dick
15776c,Andrea Worrell
15776b,Jeannie Myers
15775c,Ann-Marie Keene
15775b,Joan Baker
15774c,Donna Slaga
15774b,Linda Rowe
15773c,Marjorie Bullard
15773b,Christel Collier
15772c,Linda Rowe
15772b,Joan Baker
15771b,EvaBritta Thorssell
15770c,David Dick
15770b,Linda Rowe
1576b,Robin J. Rayburn
15769c,Neil Lipson
15769b,Jana in Indiana
15768c,Linda Rowe
15768b,Christel Collier
15767c,Donna Slaga
15767b,Linda Rowe
15766c,Tea Gallela
15766b,Marjorie Bullard
15765c,Linda Rowe
15765b,Kay Mitchell
15764c,Donna Slaga
15764b,Lenny Winter
15763c,Donna Slaga
15763b,David Dick
15762c,Sady Garcia
15762b,Joan Baker
15761b,Marjorie Bullard
15760c,Donna Slaga
15760b,EvaBritta Thorssell
15759c,Donna Slaga
15759b,David Dick
15758c,Donna Slaga
15758b,Nancy Braun
15757c,Robin Murray
15757b,Tea Gallela
15756c,Pat Bowling
15756b,Ann-Marie Keene
15755c,Linda Rowe
15755b,Helen Williams
15754c,Paul Sorano
15754b,Linda Rowe
15753c,Tea Gallela
15753b,Tea Gallela
15752c,Ann-Marie Keene
15752b,Linda Rowe
15751c,Lenny Winter
15751b,Ann-Marie Keene
1574b,Marjorie Bullard
15749c,Tea Gallela
15749b,Christel Collier
15748c,Linda Rowe
15748b,Linda Rowe
15747b,Linda Bridges
15746c,Neil Lipson
15746b,Donna Slaga
15745c,Linda Rowe
15745b,Jeannie Myers
15744c,Ann-Marie Keene
15744b,Violet Gallery
15743c,Linda Rowe
15743b,Marjorie Bullard
15742c,Belinda Thibodeaux
15742b,Paul Sorano
15741c,Linda Rowe
15741b,Christel Collier
15740c,Donna Slaga
15740b,Paul Sorano
15739c,Darryl Hoover
15739b,Marjorie Bullard
15738b,Marjorie Bullard
15737c,Marjorie Bullard
15737b,Marjorie Bullard
15735c,Christel Collier
15735b,Marjorie Bullard
15734c,Amy Allison
15734b,Marjorie Bullard
15733b,Marjorie Bullard
15732c,Marjorie Bullard
15732b,Diane Miller
15731c,Belinda Thibodeaux
15731b,Jeannie Myers
15730c,Neil Lipson
15730b,Marjorie Bullard
1572c,Marjorie Bullard
1572b,Barb Werness
15729c,Darryl Hoover
15729b,Marjorie Bullard
15728c,Ann-Marie Keene
15728b,Marjorie Bullard
15727c,Jana in Indiana
15727b,Andrea Worrell
15726c,Amy Allison
15726b,Marjorie Bullard
15725c,Helen Williams
15725b,Helen Williams
15724b,Helen Williams
15723b,Vicky VanPatten
15722b,Vicky VanPatten
15721b,Janet Stromborg
15720b,Janet Stromborg
1571c,Marjorie Bullard
1571b,Janice Norton
15719b,Janet Stromborg
15718b,Carlos Beca
15717c,Tina Drouin
15717b,Nancy Robitaille
15715b,Regan Gustafson
15714c,Ann-Marie Keene
15714b,Janet Stromborg
15713b,Leo Lee
15712b,Nancy Robitaille
15711c,Ann-Marie Keene
15711b,Fred C Hill
15710c,Tea Gallela
15710b,Fred C Hill
1570c,Tea Gallela
1570b,Anatoly Skryabin
15709c,Fred C Hill
15709b,Tea Gallela
15708b,Joan Thompson
15706c,Neil Lipson
15706b,Ann-Marie Keene
15705c,Fred C Hill
15705b,Tea Gallela
15704b,Tea Gallela
15703b,Fred C Hill
15702c,Fred C Hill
15702b,Tea Gallela
15701c,Kay Darrow
15701b,Simona Vesel�
15700c,David Dick
15700b,Eric Ensley
1569c,Sady Garcia
1569b,Phyllis King
15699c,David Dick
15699b,Renata Rejdych
15698c,Marjorie Bullard
15698b,Eric Ensley
15697c,Eric Ensley
15697b,Eric Ensley
15695b,Eric Ensley
15694c,Jeannie Myers
15694b,Jeannie Myers
15693b,Tea Gallela
15692b,Eric Ensley
15691b,Eric Ensley
15690c,Marigene Cole
15690b,Deb Nitz
1568c,Fred C Hill
1568b,Belinda Thibodeaux
15689c,Tea Gallela
15689b,Eric Ensley
15688b,Eric Ensley
15687c,Neil Lipson
15687b,Eric Ensley
15686b,Eric Ensley
15685b,Eric Ensley
15684c,Eric Ensley
15684b,Eric Ensley
15682c,Neil Lipson
15682b,Eric Ensley
15681c,Simona Vesel�
15681b,David Dick
15680b,Eric Ensley
